12169456755113124529	5395791577081250798	2783793504186702063	1163597385178974116	14961411436702931287	
4114459649354992934	10834678500792935348	12573372423517317183	7257006416022168954	12264033791632309753	
11303292024861919552	2205782971835363419	5379429693668194623	12977351530819307975	2064420118954713655	
15001412781962814574	1279754499573418723	16856311515176968189	14113470546240872878	3222005205602431352	
9534842392555069730	4856164920227894121	1590170329129478605	2393433058936363549	7091864364894907806	
78723210255116547	3159184045325710472	8970171220474696885	5466426289269373013	7032431245849144400	
8428879278077547683	3893314371477436212	11405637359956055964	2011060756967456022	7922352096717614040	
8901953930978535665	7232892384049382447	5863938303748082507	14856422612061956014	14416421262264335399	
1293968996869231068	5272585853256104597	9205492063660206927	4637246704566231920	1156879306686545025	
4284259077798539048	16659190940297670300	6357724735718048808	11189826925787425781	9446761191189399962	
6961299566721751148	1276609366962260908	10139513771094990648	2793420567987736650	16105791672488824487	
10477468695127185023	13783941027677128533	16374698224127586544	14643090562660787512	11818161916185504285	
3972881183491797995	5941737223150028883	5690879386231318156	7933969073241078687	17359488090101683821	
13588928699703950579	11337441550447911485	15016125611398310123	1622828506547682407	12528580345457370666	
10142873721914460760	5878670719069017428	7987528724299139871	15164359076453428653	641982445532402471	
17678232967127518975	7335087379116169578	7023620824761626194	10530440693652466551	11971467036490419157	
54863625041595865	3855886335107122566	6800905347776736167	16181537455206949481	184872758677473307	
11152601119772084335	12827800690710624182	3508687535473000820	2914152037706919464	17632843890115422637	
7510464517644564908	4034377502213334586	17988909868660226165	6773595919717563562	17877129437650285365	
14132693850376469009	6592541692753365671	2525366762835057736	1601732687868371468	15408978271637494310	
9070451619954320275	10763443280689381669	1226110461059120340	7198885005356684733	13012474410155420248	
7584367671566812396	14441907939345959945	9783761733333261579	2160146937153173176	16114237350377196308	
875920117057559043	605037520455674788	2331902100827700932	2515509776807714626	2549491672812254320	
8929391993847068335	5704978931086548353	12230639524998049962	11064279074209649760	1159928376801894069	
13154701962250083896	16146424926135751105	7504975499917915245	13435973292471682457	13386958703551394967	
4714977075471988653	2808915165175206063	13130403381464718021	12567440576689485653	11591896994003007062	
6081728848797516319	17668742335830455786	8742346912504749534	1505419355891767215	15669437044152601143	
6124961285488569029	811206436256808018	13018427076597263466	1671248005151759626	3024229958255761695	
1416188263939083957	17643505150271337124	18417383655624120955	11040800777017191961	17715442298378581848	
18407887094298840630	10027701953124517403	14690530775584400319	1397163374828965516	3982263553862911962	
13569172173809988102	680429315498811115	2230836427189049561	14649344376831061618	17003924211472511905	
9265548834190843614	4501381314969236035	12628308885704238436	11405148149705278437	16923406799352297290	
1451209595422674688	10171536816372194858	4762266253358384045	844419039591299319	18441524997020476999	
12823829780341838218	12615513741451466970	13494051814681130760	1621854332533895615	9493948158376276342	
10255713576570985251	2744881093177768981	13608963694674089069	6448239358209247808	18199829884950596628	
488798771668171237	15377290601484197151	838544486993619109	15354276797493356334	18190634808283466631	
3733818370207814591	5779071901001460727	6979868638596516730	1640412747480268750	17048746405888253681	
7293612433582590659	6418276641306367911	8788985492597793546	10166711560860276426	6941339645112118937	
7008881061283329772	14789042615945702050	14247877253955116654	11994537294498606477	14614594406310829718	
593785811040944836	12308166121951863425	10054703417774340325	11643495423804816742	15298976995502251887	
14926167345384255766	14900271572115344823	3991975966949923445	5899505213971627710	13625014644568744441	
14495636858468532752	11193812867885132677	9536916052410622817	17049617506629002548	13466649990964836206	
96578789577604796	4338852681922107489	6970545111824142505	2384971180241613143	2095180796115470182	
616040283670066918	5080169970116920531	7677963269988871456	1576609429032998688	5266192618911829375	
5746572696293912085	12305995443009516622	7241038685611858982	1400147191754906076	2876370799336720970	
7922138990871064395	8556775943945056616	15948711219433487644	16793010952392670773	7314926136298500858	
3741425864172430260	15059712010194495176	2115810397422791717	17548367706301968141	18446648520746088191	
18040047124861131804	5457659269714346642	9177646242034505346	15734355091898709425	2913918304663304912	
13925609418476812955	4416005414716181204	15428059920940279964	15007663528141412023	501898772645473236	
9648213880489526797	18085320017536031512	12618093851443597723	8455200180534754598	9050596997596890325	
8844585226259722435	5981786507309695561	515184331138807316	11815584355378704837	1646646883769598327	
8056932989307598215	9103648110313338091	2037126372995117464	5696358551641918656	14185154476851896733	
11168522641722118672	10663593951610451709	5556830363940226346	6129387489536726084	14988812692276884871	
8020050202430557100	7470812437243779942	2755944519153542653	2667653751646271300	9832729436195404392	
64693071524613610	11676733444216786760	2159881740183206343	11847926983086755453	2211725304944955615	
7366563469200744224	3799785594964183271	8901504736603374324	1803451153416974473	10040493941152612776	
14406842825022766311	6870309678512427667	17010292896683084944	15992049343091552001	17765119876267863561	
18390906245689944668	11016121692424186843	10822893053485647210	13674261456673428205	18057379754764619563	
7735460527717191847	13071699440583498207	8290059361212364108	3095699767638930302	3303507675946680222	
15085307096439091717	3728482833706689152	1600925048949959699	5483356270135622095	7086799146535397383	
9773962311401236278	5733911534491226045	9594488484586909218	13648706871325613763	13253654539960821145	
12235384099961726681	9960758029861692768	12593750584268307771	16288581402693051449	5221285338211150787	
9378974259213053449	11076679960369221695	14669294789599786341	1068114788195369754	11010192679070591671	
6515119953373722806	9363575967590191874	10741385802727788782	9226294121537526047	246756047702628847	
3810368629627736903	17240862148424288753	11553284085850308630	11359351058701359154	16475795256993564841	
16969084881560790329	6038123530755042035	3955684184214522583	2576486636814259104	5490982718514116005	
17665475380008166404	16515260042533389016	2779207453759145179	16820960517674449382	12399748801270645729	
9596600596391587736	6757899191296812475	10971375256700958833	3618781654236764725	16190806997467843360	
17156309765086771133	4605690499809691342	11639879353977981903	8523250163631909937	2142617687795766841	
4201872610617277183	4122540185595592517	4973517511279540495	9161555678704605134	9533104181540009864	
4257574473540894512	7396411439888419629	7070000004419907896	14916032274502163266	3552418067793400921	
10612778225202780768	9077444387759930108	10581332415044835809	17252125011992494173	6568254328099301379	
11238879011977316150	5515114704775599578	8958475706433368833	11618535782641446238	11282886081080705994	
9017059148237379599	1253322494955945454	13050436854566012919	7792369807526983100	3939215458603706638	
3341048931598213428	17230190575580606539	1772933550693702200	541379182111120269	6236413506989434747	
8622707448528173963	17356005227874522010	17432817327351637775	15441700475089798501	13024241299637838056	
14019788335378927501	12235121646241334290	5637700219175503422	3627666242207878939	2259469906603504275	
3484385122942937737	11955907259675502807	9926456762514381835	12939665866733002468	1684846654874841948	
13248822957898794120	12012390675298870927	9155601864390140495	16400660162009552933	2239597638955020828	
4511517827908973967	9559761633506331803	10136627833264975740	8237987624285113783	3873060977939433727	
13463853127772617168	10916608166098793582	7320478974304572298	13164385868725563502	13378828542578199157	
18288474885764647778	17210046418031178547	9318693737223607561	9673462945507870001	12149095582668030810	
7980370549596109361	14067936223187168359	6396731033559694990	7901297395363892695	7131478107661548702	
14766493522796070869	16484290074645138770	14118129711886502373	17175435902083830239	16819623126368482700	
9952199972990697549	5903050930130765985	3306628672544682717	7399095675647469953	5764941850967418250	
14253061460215216203	16069547230655521992	17837480843561056879	10194510643064478184	784932850492237247	
8866059136729389080	16147962900072519416	1174511136389138993	12662413350250515468	13888731686039424362	
10325177269857677751	4987880802644057729	14712148084587493256	7850284343169164735	3926728387639079733	
4705987727795737237	10485902417485078784	6172866755458468115	13985604436196690398	11222103988076105789	
15272990916869923986	12961389241995556675	10150819103066491445	2832728555398991528	17164815690658735918	
3416745950879651447	276300853741426364	11724204369107436506	8624880156040256543	3567283223152377637	
18186887656133200542	13956942471137145981	4972733459131991230	15750264196108882189	9960552540224009501	
12956244536347696158	4574658137674060815	611532612974856762	104703448899589652	17479771815510790605	
6613016269398494498	2107752454033826606	14644245462511628283	9899270573316598128	11484765102036921164	
6739658885782244562	9558232282519362734	14316010461814747140	16105630991830735673	3214497088958983913	
14386192045321747751	7936218689562319480	8751683590846476236	1092395698151924936	945851957560810916	
15221356039896632815	5821618509356470304	6593169406498871655	13784561710579418096	744680539856283303	
3766668305448952236	16676827961138209597	3775511324253596247	1903417776376300579	7419891007217002639	
17671704325025527995	9917990946999269023	68153959919857171	10680698316706969592	14703233910746094550	
9569719365283374813	8685679071966819492	5543198048218044029	5208598775171650108	3933602586314658575	
5888732830634874736	5625652674810654566	14246793526824847236	12141547554535436258	7170266408987408810	
13945524988459258485	13772846238313825778	16488168808552238473	6203719990395268201	6468684057521890888	
8858813157712689241	3101229985000692622	16065903980375623742	538966366191032300	5159170946341298675	
2667825706274869723	14613253998105714665	13045613977882565208	17669172588440065991	18288259704008336070	
2540430667570341324	8609986619971095475	15468730466916302891	6028701790620502057	3552536116945712794	
1590781699276779791	620253998354165863	16839884744336385266	2910198941210686168	7337737167361149716	
5660549938670890897	13305919502698193622	14697301252019243643	3480298371424096720	14659507202583842895	
12475422987837396706	8528737562245518834	2221109164264890187	15266255323651675836	7917379413228887806	
13800463870355350833	6359573222611797192	10903646113940640426	823468936330470604	16723407885216847647	
2583104883205837356	15124015931723827483	6141132083713225905	9885410734387658477	11613088818200545534	
8458219560354783721	12264587875497240031	13310910785880921846	11314991093608267939	2527661342878932098	
7004533057667912002	15047935958987124147	1199798423284534212	15500928359475883563	3736333680085168266	
1496440596909325874	16172299789639015947	12902184589112038528	13910725509107528231	5563338279592631405	
18188732388603718538	9262387740062585679	6880821058590521652	8572544536331658536	11319106262457641601	
4716466332686651750	15275650707382268036	14032171314829259892	13622543655867313423	15651506546496054265	
16379834744821776078	7976623298486825288	7273271117143928112	5293712021250894251	6349008872923260608	
12828282988928495632	15679780163402017898	14605265063740001077	9651435371552164253	11404540612083440939	
3853606609411864370	14134655199834294006	7330718697646403075	17868908601419418191	16865959965725506936	
9099168446865124800	2611732013509947199	8951499030607717479	77657821509603575	14043714131854988708	
8632066995793315944	5384396006987878749	6057543546650589331	12064156800723764703	13948611339041695478	
591675027496747897	14515590958661020527	2754567298844255458	8484384923481432634	5791510920151770169	
3017340880932066321	16173562988645127141	12893140079899854919	18359464658363756945	2648722695510311645	
10319461150032931143	11367336212962230987	5963093945905059565	9499983310337987131	9584575257169549845	
4583724445111985939	10356914648500656015	4504052835141665427	7810683155993110605	15465752597287721955	
12970702306764007721	9225119086580533899	686461049822772900	5506282506979143817	17105889002281921023	
13710996515508054026	17308995930188302751	3439527369088648395	4981170380045233610	2602485529018344748	
